9.6497397    0.0000606    
9.6507397    0.0000001    
9.6517397    0.0000518    
9.6527397    0.0002178    
9.6537397    0.0004976    
9.6547397    0.0008882    
9.6557397    0.0013841    
9.6567397    0.0019773    
9.6577397    0.0026574    
9.6587397    0.0034120    
9.6597397    0.0042266    
9.6607397    0.0050853    
9.6617397    0.0059707    
9.6627397    0.0068647    
9.6637397    0.0077483    
9.6647397    0.0086029    
9.6657397    0.0094096    
9.6667397    0.0101508    
9.6677397    0.0108095    
9.6687397    0.0113706    
9.6697397    0.0118207    
9.6707397    0.0121489    
9.6717397    0.0123464    
9.6727397    0.0124076    
9.6737397    0.0123297    
9.6747397    0.0121129    
9.6757397    0.0117608    
9.6767397    0.0112798    
9.6777397    0.0106797    
9.6787397    0.0099729    
9.6797397    0.0091749    
9.6807397    0.0083031    
9.6817397    0.0073774    
9.6827397    0.0064192    
9.6837397    0.0054512    
9.6847397    0.0044966    
9.6857397    0.0035793    
9.6867397    0.0027225    
9.6877397    0.0019489    
9.6887397    0.0012798    
9.6897397    0.0007346    
9.6907397    0.0003305    
9.6917397    0.0000818    
9.6927397    0.0000001    
9.6937397    0.0000930    
9.6947397    0.0003649    
9.6957397    0.0008160    
9.6967397    0.0014428    
9.6977397    0.0022376    
9.6987397    0.0031889    
9.6997397    0.0042815    
9.7007397    0.0054965    
9.7017397    0.0068123    
9.7027397    0.0082039    
9.7037397    0.0096447    
9.7047397    0.0111059    
9.7057397    0.0125579    
9.7067397    0.0139702    
9.7077397    0.0153130    
9.7087397    0.0165568    
9.7097397    0.0176740    
9.7107397    0.0186389    
9.7117397    0.0194287    
9.7127397    0.0200241    
9.7137397    0.0204093    
9.7147397    0.0205732    
9.7157397    0.0205092    
9.7167397    0.0202157    
9.7177397    0.0196962    
9.7187397    0.0189593    
9.7197397    0.0180191    
9.7207397    0.0168942    
9.7217397    0.0156082    
9.7227397    0.0141889    
9.7237397    0.0126679    
9.7247397    0.0110803    
9.7257397    0.0094633    
9.7267397    0.0078562    
9.7277397    0.0062994    
9.7287397    0.0048332    
9.7297397    0.0034973    
9.7307397    0.0023299    
9.7317397    0.0013664    
9.7327397    0.0006391    
9.7337397    0.0001763    
9.7347397    0.0000010    
9.7357397    0.0001311    
9.7367397    0.0005783    
9.7377397    0.0013476    
9.7387397    0.0024375    
9.7397397    0.0038393    
9.7407397    0.0055374    
9.7417397    0.0075093    
9.7427397    0.0097259    
9.7437397    0.0121519    
9.7447397    0.0147466    
9.7457397    0.0174640    
9.7467397    0.0202545    
9.7477397    0.0230650    
9.7487397    0.0258407    
9.7497397    0.0285256    
9.7507397    0.0310640    
9.7517397    0.0334018    
9.7527397    0.0354874    
9.7537397    0.0372731    
9.7547397    0.0387164    
9.7557397    0.0397807    
9.7567397    0.0404366    
9.7577397    0.0406628    
9.7587397    0.0404467    
9.7597397    0.0397850    
9.7607397    0.0386842    
9.7617397    0.0371608    
9.7627397    0.0352413    
9.7637397    0.0329619    
9.7647397    0.0303684    
9.7657397    0.0275152    
9.7667397    0.0244649    
9.7677397    0.0212871    
9.7687397    0.0180571    
9.7697397    0.0148547    
9.7707397    0.0117629    
9.7717397    0.0088659    
9.7727397    0.0062478    
9.7737397    0.0039905    
9.7747397    0.0021723    
9.7757397    0.0008660    
9.7767397    0.0001370    
9.7777397    0.0000420    
9.7787397    0.0006275    
9.7797397    0.0019280    
9.7807397    0.0039654    
9.7817397    0.0067477    
9.7827397    0.0102685    
9.7837397    0.0145063    
9.7847397    0.0194245    
9.7857397    0.0249715    
9.7867397    0.0310812    
9.7877397    0.0376734    
9.7887397    0.0446553    
9.7897397    0.0519224    
9.7907397    0.0593602    
9.7917397    0.0668465    
9.7927397    0.0742526    
9.7937397    0.0814464    
9.7947397    0.0882946    
9.7957397    0.0946649    
9.7967397    0.1004293    
9.7977397    0.1054663    
9.7987397    0.1096639    
9.7997397    0.1129220    
9.8007397    0.1151551    
9.8017397    0.1162945    
9.8027397    0.1162906    
9.8037397    0.1151148    
9.8047397    0.1127609    
9.8057397    0.1092468    
9.8067397    0.1046148    
9.8077397    0.0989328    
9.8087397    0.0922938    
9.8097397    0.0848160    
9.8107397    0.0766417    
9.8117397    0.0679365    
9.8127397    0.0588871    
9.8137397    0.0496996    
9.8147397    0.0405969    
9.8157397    0.0318162    
9.8167397    0.0236050    
9.8177397    0.0162185    
9.8187397    0.0099155    
9.8197397    0.0049543    
9.8207397    0.0015891    
9.8217397    0.0000655    
9.8227397    0.0006167    
9.8237397    0.0034591    
9.8247397    0.0087888    
9.8257397    0.0167773    
9.8267397    0.0275686    
9.8277397    0.0412756    
9.8287397    0.0579775    
9.8297397    0.0777173    
9.8307397    0.1005001    
9.8317397    0.1262913    
9.8327397    0.1550165    
9.8337397    0.1865602    
9.8347397    0.2207671    
9.8357397    0.2574422    
9.8367397    0.2963528    
9.8377397    0.3372303    
9.8387397    0.3797729    
9.8397397    0.4236485    
9.8407397    0.4684988    
9.8417397    0.5139428    
9.8427397    0.5595816    
9.8437397    0.6050030    
9.8447397    0.6497865    
9.8457397    0.6935089    
9.8467397    0.7357488    
