0.000000 25313194.378289 -206731.906008
16.000000 27199660.195840 -91078.971608
32.000000 29762674.681592 -856860.074374
48.000000 32157544.953882 -1389541.702933
64.000000 34208814.132200 -2323856.981036
80.000000 35691005.997017 -2626532.823965
96.000000 36516955.032869 -2943376.181297
112.000000 36555362.311560 -2655958.946279
128.000000 35884165.214757 -2401889.442269
144.000000 34061521.256667 -1445077.531147
160.000000 31991916.856145 -517587.754910
176.000000 29637628.366329 153946.812743
192.000000 26779763.435684 533647.076239
208.000000 24155186.361898 813053.498121
224.000000 21224400.005872 1108133.169528
240.000000 18508843.991798 871428.025687
256.000000 16036705.859254 745809.742202
272.000000 13567742.055545 520638.522118
288.000000 11397309.890623 319018.100644
304.000000 9584936.583149 193561.870860
320.000000 8160358.484607 333113.105292
336.000000 7039073.469770 103184.856858
352.000000 6021795.780148 71152.450642
368.000000 5460438.372390 149961.861991
384.000000 4988279.546344 125093.213488
400.000000 4835479.474778 181380.955623
416.000000 4506148.745705 -46711.306213
432.000000 4634362.658467 93286.577108
448.000000 4505085.806626 136306.134370
464.000000 4433950.220933 78474.174546
480.000000 4207624.448203 -98792.853903
496.000000 4274997.073266 -22421.561180
512.000000 4298540.416331 -44388.626673
528.000000 4095315.755334 -37278.168468
544.000000 4033511.602000 -282570.665980
560.000000 3801660.765679 -27419.385185
576.000000 3731392.286337 6711.886809
592.000000 3298980.730462 114211.364511
608.000000 3208319.458374 -60607.588055
624.000000 3219403.783372 58460.772211
640.000000 2982825.849934 17020.605265
656.000000 3058607.748124 -4921.754037
672.000000 2883478.726453 -45479.498902
688.000000 3007821.294181 -204127.056841
704.000000 3174158.577612 -118958.357326
720.000000 3267130.009340 -163612.164089
736.000000 3615306.974284 -36481.621249
752.000000 3701464.230907 -123179.554137
768.000000 3932886.492061 98594.481161
784.000000 4148877.915305 25387.653414
800.000000 4573893.452449 15210.192455
816.000000 4723620.287704 -54322.230898
832.000000 4739279.721298 -14897.334861
848.000000 5077364.255132 -50685.603100
864.000000 5200498.827580 -128851.305540
880.000000 5559328.102146 205986.073944
896.000000 5654127.197001 -91019.350235
912.000000 5808947.482666 49629.884717
928.000000 5884943.842256 -1345.186073
944.000000 6056739.889405 82314.523490
960.000000 6131454.264524 -28201.316440
976.000000 6157736.865392 24769.445869
992.000000 6123595.345336 70341.164217
1008.000000 6093848.124678 -126617.081005
1024.000000 6347712.541029 1079.581977
1040.000000 6084373.641312 -127669.950868
1056.000000 6339152.873065 107477.564920
1072.000000 6137261.602300 54932.645224
1088.000000 6367422.186164 119050.103662
1104.000000 6291227.694216 -96353.732462
1120.000000 5720885.846674 98682.217009
1136.000000 5746253.994950 113156.234801
1152.000000 5675927.127097 3246.093581
1168.000000 5481723.026658 56114.640920
1184.000000 5276363.334848 -73476.803087
1200.000000 5194498.908856 104649.730764
1216.000000 5169148.343926 228845.714833
1232.000000 5193493.974460 152798.266493
1248.000000 4758598.878120 134137.921571
1264.000000 4752261.749061 -79398.939920
1280.000000 4671614.094153 2909.284444
1296.000000 4567916.009135 -28811.486175
