0.000000 807263.800000 -251265.600000
4.000000 802322.700000 -249453.200000
8.000000 802587.200000 -249347.200000
12.000000 802862.300000 -248844.500000
16.000000 803548.100000 -249318.300000
20.000000 803807.800000 -249348.300000
24.000000 804775.600000 -249829.200000
28.000000 806050.200000 -250602.700000
32.000000 807149.900000 -250424.600000
36.000000 809162.900000 -251068.700000
40.000000 810790.100000 -252119.700000
44.000000 812764.600000 -252279.600000
48.000000 814510.400000 -252760.300000
52.000000 815426.600000 -253308.700000
56.000000 816520.400000 -254462.900000
60.000000 817094.300000 -252980.100000
64.000000 815925.900000 -253157.100000
68.000000 815681.600000 -254334.400000
72.000000 813442.500000 -253438.900000
76.000000 812776.200000 -252591.400000
80.000000 810086.200000 -252374.800000
84.000000 808505.100000 -252045.200000
88.000000 807250.900000 -251579.400000
92.000000 805560.500000 -250840.300000
96.000000 804343.300000 -250682.700000
100.000000 803748.300000 -250260.400000
104.000000 802729.200000 -249463.500000
108.000000 802976.300000 -249659.800000
112.000000 802560.200000 -249426.500000
116.000000 802149.000000 -249564.900000
120.000000 803003.800000 -249174.200000
124.000000 802986.500000 -249268.700000
128.000000 803319.900000 -249741.200000
132.000000 802840.900000 -248948.600000
136.000000 802219.200000 -249776.800000
140.000000 801982.200000 -250131.200000
144.000000 801429.100000 -248861.800000
148.000000 800502.600000 -248746.100000
152.000000 800427.100000 -248829.900000
156.000000 799191.400000 -248814.300000
160.000000 798648.000000 -248255.400000
164.000000 798347.100000 -248261.200000
168.000000 798160.600000 -247667.700000
172.000000 797179.900000 -247749.400000
176.000000 797404.500000 -247657.100000
180.000000 797588.300000 -247551.200000
184.000000 797219.300000 -248274.900000
188.000000 796512.600000 -248167.900000
192.000000 796913.100000 -248132.600000
196.000000 796617.900000 -248137.400000
200.000000 796214.400000 -247907.400000
204.000000 795930.500000 -247215.400000
208.000000 795458.800000 -247019.200000
212.000000 795623.800000 -247268.900000
216.000000 794917.900000 -247485.200000
220.000000 794758.700000 -246661.900000
224.000000 794773.200000 -246311.300000
228.000000 793902.200000 -246949.300000
232.000000 793879.300000 -246291.900000
236.000000 793217.300000 -246333.600000
240.000000 792872.200000 -246923.500000
244.000000 792818.400000 -246097.500000
248.000000 792553.300000 -246125.400000
252.000000 792812.700000 -246090.400000
256.000000 792582.400000 -245534.500000
260.000000 792858.600000 -246433.100000
264.000000 792631.500000 -246155.000000
268.000000 792450.400000 -245899.600000
272.000000 791665.100000 -245805.200000
276.000000 792268.300000 -246282.500000
280.000000 791692.700000 -245335.700000
284.000000 791624.800000 -245439.000000
288.000000 791092.100000 -246123.000000
292.000000 791078.400000 -245930.300000
296.000000 790720.600000 -245385.700000
300.000000 790550.400000 -245827.900000
304.000000 790706.900000 -245338.700000
308.000000 790044.700000 -245605.000000
312.000000 789738.100000 -245303.000000
316.000000 789889.500000 -245678.200000
320.000000 791070.300000 -245632.000000
324.000000 790398.900000 -245251.300000
328.000000 790150.700000 -246159.700000
332.000000 790683.900000 -245692.700000
336.000000 790243.300000 -245536.700000
340.000000 790286.100000 -245264.400000
344.000000 790327.000000 -245284.600000
348.000000 789828.600000 -245764.200000
352.000000 789639.600000 -245476.400000
356.000000 789644.000000 -245795.800000
360.000000 789052.700000 -244842.300000
364.000000 789322.200000 -245292.100000
368.000000 788800.700000 -245183.000000
372.000000 788651.000000 -245762.000000
376.000000 788530.300000 -245639.600000
380.000000 788932.300000 -244862.800000
384.000000 789122.300000 -245090.100000
388.000000 788981.400000 -245553.500000
392.000000 788973.900000 -245048.700000
396.000000 788899.400000 -245731.700000
400.000000 789203.100000 -245182.000000
404.000000 789017.900000 -244888.100000
408.000000 789150.400000 -244849.700000
412.000000 789398.600000 -244829.800000
416.000000 788225.600000 -245613.600000
420.000000 788915.300000 -244471.800000
424.000000 788694.700000 -245135.200000
428.000000 788139.400000 -244604.700000
432.000000 788530.700000 -244933.200000
436.000000 788063.300000 -245014.300000
440.000000 788391.800000 -244929.400000
444.000000 787480.100000 -244919.700000
448.000000 787974.500000 -244508.700000
452.000000 787922.300000 -245222.800000
456.000000 787908.300000 -244907.900000
460.000000 788287.100000 -244327.400000
464.000000 787826.100000 -244694.100000
468.000000 787040.500000 -245173.200000
472.000000 787977.900000 -244932.400000
476.000000 788035.800000 -244917.500000
480.000000 787356.700000 -244901.200000
484.000000 788498.800000 -244826.800000
488.000000 787347.900000 -244771.000000
492.000000 787841.000000 -245759.100000
496.000000 787345.900000 -245069.200000
500.000000 787889.700000 -244012.900000
504.000000 787405.200000 -243937.100000
508.000000 787199.000000 -244609.400000
512.000000 787238.800000 -244867.900000
516.000000 787229.800000 -244180.700000
520.000000 787683.700000 -244212.500000
524.000000 787581.200000 -244164.500000
528.000000 787255.100000 -244690.000000
532.000000 786938.500000 -244258.900000
536.000000 787665.600000 -244343.600000
540.000000 787310.400000 -244057.400000
544.000000 787361.100000 -244999.600000
548.000000 786832.400000 -243838.800000
552.000000 786788.400000 -244595.100000
556.000000 786621.900000 -244354.400000
560.000000 786902.900000 -244211.600000
564.000000 787447.500000 -244465.800000
568.000000 787112.000000 -243962.600000
572.000000 786624.200000 -244480.200000
576.000000 786117.100000 -244696.000000
580.000000 786386.900000 -243401.100000
584.000000 785978.400000 -244058.200000
588.000000 786496.200000 -244071.700000
592.000000 785702.100000 -243732.400000
596.000000 786436.000000 -243748.900000
600.000000 785461.900000 -243848.900000
604.000000 785865.400000 -243790.900000
608.000000 785728.500000 -243735.100000
612.000000 785731.300000 -243782.000000
616.000000 786026.500000 -243779.500000
